Movie Name,Year,Genre
"Great Day in Harlem, A ",1994,"Documentary
"
"Bye Bye, Love ",1995,"Comedy
"
Criminals ,1996,"Documentary
"
One Fine Day ,1996,"Drama|Romance
"
Candyman: Farewell to the Flesh ,1995,"Horror
"
Century ,1993,"Drama
"
Fargo ,1996,"Crime|Drama|Thriller
"
Homeward Bound II: Lost in San Francisco ,1996,"Adventure|Children's
"
Heavy Metal ,1981,"Action|Adventure|Animation|Horror|Sci-Fi
"
Hellraiser: Bloodline ,1996,"Action|Horror|Sci-Fi
"
"Pallbearer, The ",1996,"Comedy
"
Jane Eyre ,1996,"Drama|Romance
"
Loaded ,1994,"Drama|Thriller
"
Bread and Chocolate ,Pane,"Drama
"
"Aristocats, The ",1970,"Animation|Children's
"
"Flower of My Secret, The ",La F,"Drama
"
Two Much ,1996,"Comedy|Romance
"
Ed ,1996,"Comedy
"
Scream of Stone ,Schr,"Drama
"
My Favorite Season ,1993,"Drama
"
"Modern Affair, A ",1995,"Romance
"
Condition Red ,1995,"Action|Drama|Thriller
"
Asfour Stah ,1990,"Drama
"
"Thin Line Between Love and Hate, A ",1996,"Comedy
"
"Last Supper, The ",1995,"Drama|Thriller
"
Primal Fear ,1996,"Drama|Thriller
"
Rude ,1995,"Drama
"
Carried Away ,1996,"Drama|Romance
"
All Dogs Go to Heaven 2 ,1996,"Animation|Children's|Musical
"
Land and Freedom ,Tier,"War
"
Denise Calls Up ,1995,"Comedy
"
Theodore Rex ,1995,"Comedy
"
"Family Thing, A ",1996,"Comedy|Drama
"
Frisk ,1995,"Drama
"
Sgt. Bilko ,1996,"Comedy
"
Jack and Sarah ,1995,"Romance
"
Girl 6 ,1996,"Comedy
"
Diabolique ,1996,"Drama|Thriller
"
"Little Indian, Big City ",Un i,"Comedy
"
Roula ,1995,"Drama
"
Peanuts - Die Bank zahlt alles ,1996,"Comedy
"
Happy Weekend ,1996,"Comedy
"
Nelly & Monsieur Arnaud ,1995,"Drama
"
Courage Under Fire ,1996,"Drama|War
"
Mission: Impossible ,1996,"Action|Adventure|Mystery
"
Cold Fever ,Á kö,"Comedy|Drama
"
Moll Flanders ,1996,"Drama
"
"Superweib, Das ",1996,"Comedy
"
"301, 302 ",1995,"Mystery
"
Dragonheart ,1996,"Action|Adventure|Fantasy
"
Und keiner weint mir nach ,1996,"Drama|Romance
"
Mutters Courage ,1995,"Comedy
"
Eddie ,1996,"Comedy
"
Yankee Zulu ,1994,"Comedy|Drama
"
Billy's Holiday ,1995,"Drama
"
Purple Noon ,1960,"Crime|Thriller
"
August ,1996,"Drama
"
James and the Giant Peach ,1996,"Animation|Children's|Musical
"
Fear ,1996,"Thriller
"
Kids in the Hall: Brain Candy ,1996,"Comedy
"
Faithful ,1996,"Comedy
"
Underground ,1995,"War
"
All Things Fair ,1996,"Drama
"
Bloodsport 2 ,1995,"Action
"
Pather Panchali ,1955,"Drama
"
Aparajito ,1956,"Drama
"
"World of Apu, The ",Apur,"Drama
"
Mystery Science Theater 3000: The Movie ,1996,"Comedy|Sci-Fi
"
Tarantella ,1995,"Drama
"
Space Jam ,1996,"Adventure|Animation|Children's|Comedy|Fantasy
"
Barbarella ,1968,"Adventure|Sci-Fi
"
Hostile Intentions ,1994,"Action|Drama|Thriller
"
They Bite ,1996,"Drama
"
Some Folks Call It a Sling Blade ,1993,"Drama|Thriller
"
"Run of the Country, The ",1995,"Drama
"
Alphaville ,1965,"Sci-Fi
"
Clean Slate ,Coup,"Crime
"
Tigrero: A Film That Was Never Made ,1994,"Documentary|Drama
"
"Eye of Vichy, The ",Oeil,"Documentary
"
Windows ,1980,"Drama
"
It's My Party ,1995,"Drama
"
Country Life ,1994,"Drama|Romance
"
Operation Dumbo Drop ,1995,"Action|Adventure|Comedy|War
"
"Promise, The ",Vers,"Romance
"
Mrs. Winterbourne ,1996,"Comedy|Romance
"
Solo ,1996,"Action|Sci-Fi|Thriller
"
Under the Domin Tree ,Etz ,"Drama
"
"Substitute, The ",1996,"Action
"
True Crime ,1995,"Mystery|Thriller
"
Butterfly Kiss ,1995,"Thriller
"
Feeling Minnesota ,1996,"Drama|Romance
"
Delta of Venus ,1994,"Drama
"
To Cross the Rubicon ,1991,"Drama
"
Angus ,1995,"Comedy
"
Daens ,1992,"Drama
"
Faces ,1968,"Drama
"
Boys ,1996,"Drama
"
"Quest, The ",1996,"Action|Adventure
"
Cosi ,1996,"Comedy
"
Sunset Park ,1996,"Drama
"
Mulholland Falls ,1996,"Crime|Film-Noir|Thriller
"
"Truth About Cats & Dogs, The ",1996,"Comedy|Romance
"
Oliver & Company ,1988,"Animation|Children's
"
Celtic Pride ,1996,"Comedy
"
Flipper ,1996,"Adventure|Children's
"
Captives ,1994,"Drama
"
Of Love and Shadows ,1994,"Drama
"
Dead Man ,1995,"Western
"
"Horseman on the Roof, The ",Huss,"Drama
"
Switchblade Sisters ,1975,"Crime
"
Mouth to Mouth ,Boca,"Comedy
"
"Visitors, The ",Les ,"Comedy|Sci-Fi
"
Multiplicity ,1996,"Comedy
"
Wallace & Gromit: The Best of Aardman Animation ,1996,"Animation
"
Halfmoon ,Paul,"Drama
"
"Haunted World of Edward D. Wood Jr., The ",1995,"Documentary
"
Two Friends ,1986,"Drama
"
"Craft, The ",1996,"Drama|Horror
"
"Great White Hype, The ",1996,"Comedy
"
Last Dance ,1996,"Drama
"
War Stories ,1995,"Documentary
"
Cold Comfort Farm ,1995,"Comedy
"
"Institute Benjamenta, or This Dream People Call Human Life ",1995,"Drama
"
"Low Life, The ",1994,"Drama
"
Heaven's Prisoners ,1996,"Mystery|Thriller
"
Original Gangstas ,1996,"Crime
"
"Rock, The ",1996,"Action|Adventure|Thriller
"
Getting Away With Murder ,1996,"Comedy
"
Cemetery Man ,Dell,"Comedy|Horror
"
Twister ,1996,"Action|Adventure|Romance|Thriller
"
Barb Wire ,1996,"Action|Sci-Fi
"
"Garcu, Le ",1995,"Drama
"
Honigmond ,1996,"Comedy
"
Ghost in the Shell ,Koka,"Animation|Sci-Fi
"
Thinner ,1996,"Horror|Thriller
"
Spy Hard ,1996,"Comedy
"
Brothers in Trouble ,1995,"Drama
"
"Close Shave, A ",1995,"Animation|Comedy|Thriller
"
Force of Evil ,1948,"Film-Noir
"
"Stupids, The ",1996,"Comedy
"
"Arrival, The ",1996,"Action|Sci-Fi|Thriller
"
"Man from Down Under, The ",1943,"Drama
"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,1963,"Sci-Fi|War
"
Careful ,1992,"Comedy
"
Vermont Is For Lovers ,1992,"Comedy|Romance
"
"Month by the Lake, A ",1995,"Comedy|Drama
"
Gold Diggers: The Secret of Bear Mountain ,1995,"Adventure|Children's
"
Kim ,1950,"Children's|Drama
"
Carmen Miranda: Bananas Is My Business ,1994,"Documentary
"
Ashes of Time ,1994,"Drama
"
"Jar, The ",Khom,"Drama
"
Maya Lin: A Strong Clear Vision ,1994,"Documentary
"
Stalingrad ,1993,"War
"
"Phantom, The ",1996,"Adventure
"
Striptease ,1996,"Comedy|Crime
"
"Last of the High Kings, The ",a.k.,"Drama
"
Heavy ,1995,"Drama|Romance
"
Jack ,1996,"Comedy|Drama
"
I Shot Andy Warhol ,1996,"Drama
"
"Grass Harp, The ",1995,"Drama
"
Someone Else's America ,1995,"Drama
"
Marlene Dietrich: Shadow and Light ,1996,"Documentary
"
Costa Brava ,1946,"Drama
"
"Vie est belle, La ",Life,"Comedy|Drama
"
Quartier Mozart ,1992,"Comedy
"
Touki Bouki ,Jour,"Drama
"
Wend Kuuni ,God',"Drama
"
Spirits of the Dead ,Tre ,"Horror
"
Babyfever ,1994,"Comedy|Drama
"
Pharaoh's Army ,1995,"War
"
Trainspotting ,1996,"Drama
"
'Til There Was You ,1997,"Drama|Romance
"
Independence Day ,ID4),"Action|Sci-Fi|War
"
Stealing Beauty ,1996,"Drama
"
"Fan, The ",1996,"Thriller
"
"Hunchback of Notre Dame, The ",1996,"Animation|Children's|Musical
"
"Cable Guy, The ",1996,"Comedy
"
Kingpin ,1996,"Comedy
"
Eraser ,1996,"Action|Thriller
"
"Gate of Heavenly Peace, The ",1995,"Documentary
"
"Nutty Professor, The ",1996,"Comedy|Fantasy|Romance|Sci-Fi
"
"I, Worst of All ","Yo, ","Drama
"
An Unforgettable Summer ,1994,"Drama
"
"Last Klezmer: Leopold Kozlowski, His Life and Music, The ",1995,"Documentary
"
"Hungarian Fairy Tale, A ",1987,"Fantasy
"
My Life and Times With Antonin Artaud ,En c,"Drama
"
Midnight Dancers ,Siba,"Comedy|Drama
"
Somebody to Love ,1994,"Drama
"
"Very Natural Thing, A ",1974,"Drama
"
"Old Lady Who Walked in the Sea, The ",Viei,"Comedy
"
Daylight ,1996,"Action|Adventure|Thriller
"
"Frighteners, The ",1996,"Comedy|Horror
"
Lone Star ,1996,"Drama|Mystery
"
Harriet the Spy ,1996,"Children's|Comedy
"
Phenomenon ,1996,"Drama|Romance
"
Walking and Talking ,1996,"Romance
"
She's the One ,1996,"Comedy|Romance
"
"Time to Kill, A ",1996,"Drama
"
American Buffalo ,1996,"Drama
"
Rendezvous in Paris ,Rend,"Comedy|Romance
"
Alaska ,1996,"Adventure|Children's
"
Fled ,1996,"Action|Adventure
"
Kazaam ,1996,"Children's|Comedy|Fantasy
"
"Bewegte Mann, Der ",1994,"Comedy
"
Magic Hunter ,1994,"Drama
"
Larger Than Life ,1996,"Comedy
"
"Boy Called Hate, A ",1995,"Drama
"
Power 98 ,1995,"Action|Mystery|Thriller
"
Two Deaths ,1995,"Drama
"
"Very Brady Sequel, A ",1996,"Comedy
"
Stefano Quantestorie ,1993,"Comedy|Drama
"
Death in the Garden ,Mort,"Drama
"
"Crude Oasis, The ",1995,"Romance
"
Hedd Wyn ,1992,"Drama
"
"Collectionneuse, La ",1967,"Drama
"
Kaspar Hauser ,1993,"Drama
"
Echte Kerle ,1996,"Comedy|Romance
"
Diebinnen ,1995,"Drama
"
"Convent, The ",Conv,"Drama
"
"Adventures of Pinocchio, The ",1996,"Adventure|Children's
"
Joe's Apartment ,1996,"Comedy|Musical
"
"First Wives Club, The ",1996,"Comedy
"
Stonewall ,1995,"Drama
"
Ransom ,1996,"Drama|Thriller
"
High School High ,1996,"Comedy
"
Phat Beach ,1996,"Comedy
"
Foxfire ,1996,"Drama
"
Chain Reaction ,1996,"Action|Adventure|Thriller
"
Matilda ,1996,"Children's|Comedy
"
Emma ,1996,"Comedy|Drama|Romance
"
"Crow: City of Angels, The ",1996,"Action|Thriller
"
House Arrest ,1996,"Comedy
"
Eyes Without a Face ,1959,"Horror
"
Tales from the Crypt Presents: Bordello of Blood ,1996,"Horror
"
Lotto Land ,1995,"Drama
"
"Story of Xinghua, The ",1993,"Drama
"
"Day the Sun Turned Cold, The ",Tian,"Drama
"
Flirt ,1995,"Drama
"
"Big Squeeze, The ",1996,"Comedy|Drama
"
"Spitfire Grill, The ",1996,"Drama
"
Escape from L.A. ,1996,"Action|Adventure|Sci-Fi|Thriller
"
Cyclo ,1995,"Crime|Drama
"
Basquiat ,1996,"Drama
"
Tin Cup ,1996,"Comedy|Romance
"
Dingo ,1992,"Drama
"
"Ballad of Narayama, The ",Nara,"Drama
"
Every Other Weekend ,1990,"Drama
"
Mille bolle blu ,1993,"Comedy
"
Crows and Sparrows ,1949,"Drama
"
"Godfather, The ",1972,"Action|Crime|Drama
"
"Hippie Revolution, The ",1996,"Documentary
"
"Maybe, Maybe Not ",Bewe,"Comedy
"
Supercop ,1992,"Action|Thriller
"
Manny & Lo ,1996,"Drama
"
Celestial Clockwork ,1994,"Comedy
"
"Wife, The ",1995,"Comedy|Drama
"
Small Faces ,1995,"Drama
"
Bound ,1996,"Crime|Drama|Romance|Thriller
"
Carpool ,1996,"Comedy|Crime
"
Death in Brunswick ,1991,"Comedy
"
Kansas City ,1996,"Crime
"
Gone Fishin' ,1997,"Comedy
"
Lover's Knot ,1996,"Comedy
"
Aiqing wansui ,1994,"Drama
"
Shadow of Angels ,Scha,"Drama
"
Killer: A Journal of Murder ,1995,"Crime|Drama
"
Nothing to Lose ,1994,"Drama
"
Police Story 4: Project S ,Chao,"Action
"
Girls Town ,1996,"Drama
"
Bye-Bye ,1995,"Drama
"
"Relic, The ",1997,"Horror
"
"Island of Dr. Moreau, The ",1996,"Sci-Fi|Thriller
"
First Kid ,1996,"Children's|Comedy
"
"Trigger Effect, The ",1996,"Drama|Thriller
"
Sweet Nothing ,1995,"Drama
"
Bogus ,1996,"Children's|Drama|Fantasy
"
Bulletproof ,1996,"Action
"
Talk of Angels ,1998,"Drama
"
Land Before Time III: The Time of the Great Giving ,1995,"Animation|Children's
"
1-900 ,1994,"Romance
"
Baton Rouge ,1988,"Thriller
"
Halloween: The Curse of Michael Myers ,1995,"Horror|Thriller
"
Twelfth Night ,1996,"Comedy|Drama|Romance
"
Mother Night ,1996,"Drama
"
Liebelei ,1933,"Romance
"
Venice/Venice ,1992,"Drama
"
Wild Reeds ,1994,"Drama
"
For Whom the Bell Tolls ,1943,"Adventure|War
"
"Philadelphia Story, The ",1940,"Comedy|Romance
"
Singin' in the Rain ,1952,"Musical|Romance
"
"American in Paris, An ",1951,"Musical|Romance
"
Funny Face ,1957,"Comedy|Musical
"
Breakfast at Tiffany's ,1961,"Drama|Romance
"
Vertigo ,1958,"Mystery|Thriller
"
Rear Window ,1954,"Mystery|Thriller
"
It Happened One Night ,1934,"Comedy
"
Gaslight ,1944,"Mystery|Thriller
"
"Gay Divorcee, The ",1934,"Comedy|Musical|Romance
"
North by Northwest ,1959,"Drama|Thriller
"
"Apartment, The ",1960,"Comedy|Drama
"
Some Like It Hot ,1959,"Comedy|Crime
"
Charade ,1963,"Comedy|Mystery|Romance|Thriller
"
Casablanca ,1942,"Drama|Romance|War
"
"Maltese Falcon, The ",1941,"Film-Noir|Mystery
"
My Fair Lady ,1964,"Musical|Romance
"
Sabrina ,1954,"Comedy|Romance
"
Roman Holiday ,1953,"Comedy|Romance
"
"Little Princess, The ",1939,"Children's|Drama
"
Meet Me in St. Louis ,1944,"Musical
"
"Wizard of Oz, The ",1939,"Adventure|Children's|Drama|Musical
"
Gone with the Wind ,1939,"Drama|Romance|War
"
My Favorite Year ,1982,"Comedy
"
Sunset Blvd. ,a.k.,"Film-Noir
"
Citizen Kane ,1941,"Drama
"
2001: A Space Odyssey ,1968,"Drama|Mystery|Sci-Fi|Thriller
"
Golden Earrings ,1947,"Adventure|Romance
"
All About Eve ,1950,"Drama
"
"Women, The ",1939,"Comedy
"
Rebecca ,1940,"Romance|Thriller
"
Foreign Correspondent ,1940,"Thriller
"
Notorious ,1946,"Film-Noir|Romance|Thriller
"
Spellbound ,1945,"Mystery|Romance|Thriller
"
"Affair to Remember, An ",1957,"Romance
"
To Catch a Thief ,1955,"Comedy|Romance|Thriller
"
Father of the Bride ,1950,"Comedy
"
"Band Wagon, The ",1953,"Comedy|Musical
"
Ninotchka ,1939,"Comedy|Romance
"
Love in the Afternoon ,1957,"Comedy|Romance
"
Gigi ,1958,"Musical
"
"Reluctant Debutante, The ",1958,"Comedy|Drama
"
"Adventures of Robin Hood, The ",1938,"Action|Adventure
"
"Mark of Zorro, The ",1940,"Adventure
"
Laura ,1944,"Crime|Film-Noir|Mystery
"
"Ghost and Mrs. Muir, The ",1947,"Drama|Romance
"
Lost Horizon ,1937,"Drama
"
Top Hat ,1935,"Comedy|Musical|Romance
"
To Be or Not to Be ,1942,"Comedy|Drama|War
"
My Man Godfrey ,1936,"Comedy
"
Giant ,1956,"Drama
"
East of Eden ,1955,"Drama
"
"Thin Man, The ",1934,"Mystery
"
His Girl Friday ,1940,"Comedy
"
Around the World in 80 Days ,1956,"Adventure|Comedy
"
It's a Wonderful Life ,1946,"Drama
"
Mr. Smith Goes to Washington ,1939,"Drama
"
Bringing Up Baby ,1938,"Comedy
"
Penny Serenade ,1941,"Drama|Romance
"
"Scarlet Letter, The ",1926,"Drama
"
Lady of Burlesque ,1943,"Comedy|Mystery
"
Of Human Bondage ,1934,"Drama
"
Angel on My Shoulder ,1946,"Crime|Drama
"
Little Lord Fauntleroy ,1936,"Drama
"
They Made Me a Criminal ,1939,"Crime|Drama
"
"Inspector General, The ",1949,"Musical
"
Angel and the Badman ,1947,"Western
"
"39 Steps, The ",1935,"Thriller
"
"Walk in the Sun, A ",1945,"Drama
"
"Outlaw, The ",1943,"Western
"
Night of the Living Dead ,1968,"Horror|Sci-Fi
"
"African Queen, The ",1951,"Action|Adventure|Romance|War
"
Beat the Devil ,1954,"Comedy|Drama
"
Cat on a Hot Tin Roof ,1958,"Drama
"
"Last Time I Saw Paris, The ",1954,"Drama
"
Meet John Doe ,1941,"Drama
"
Algiers ,1938,"Drama|Romance
"
Something to Sing About ,1937,"Comedy|Musical
"
"Farewell to Arms, A ",1932,"Romance|War
"
Moonlight Murder ,1936,"Mystery
"
"Blue Angel, The ",Blau,"Drama
"
Nothing Personal ,1995,"Drama|War
"
In the Line of Duty 2 ,1987,"Action
"
Dangerous Ground ,1997,"Drama
"
Picnic ,1955,"Drama
"
Madagascar Skin ,1995,"Romance
"
"Pompatus of Love, The ",1996,"Comedy|Drama
"
Small Wonders ,1996,"Documentary
"
Fly Away Home ,1996,"Adventure|Children's
"
Bliss ,1997,"Drama|Romance
"
Grace of My Heart ,1996,"Comedy|Drama
"
Schlafes Bruder ,Brot,"Drama
"
Maximum Risk ,1996,"Action|Adventure|Thriller
"
Michael Collins ,1996,"Drama|War
"
"Rich Man's Wife, The ",1996,"Thriller
"
Infinity ,1996,"Drama
"
Big Night ,1996,"Drama
"
Last Man Standing ,1996,"Action|Drama|Western
"
Caught ,1996,"Drama|Thriller
"
Set It Off ,1996,"Action|Crime
"
2 Days in the Valley ,1996,"Crime
"
Curdled ,1996,"Crime
"
"Associate, The ",L'As,"Comedy
"
Ed's Next Move ,1996,"Comedy
"
Extreme Measures ,1996,"Drama|Thriller
"
"Glimmer Man, The ",1996,"Action|Thriller
"
D3: The Mighty Ducks ,1996,"Children's|Comedy
"
"Chamber, The ",1996,"Drama
"
"Apple Dumpling Gang, The ",1975,"Children's|Comedy|Western
"
"Davy Crockett, King of the Wild Frontier ",1955,"Western
"
Escape to Witch Mountain ,1975,"Adventure|Children's|Fantasy
"
"Love Bug, The ",1969,"Children's|Comedy
"
Herbie Rides Again ,1974,"Adventure|Children's|Comedy
"
Old Yeller ,1957,"Children's|Drama
"
"Parent Trap, The ",1961,"Children's|Drama
"
Pollyanna ,1960,"Children's|Comedy|Drama
"
Homeward Bound: The Incredible Journey ,1993,"Adventure|Children's
"
"Shaggy Dog, The ",1959,"Children's|Comedy
"
Swiss Family Robinson ,1960,"Adventure|Children's
"
That Darn Cat! ,1965,"Children's|Comedy|Mystery
"
"20,000 Leagues Under the Sea ",1954,"Adventure|Children's|Fantasy|Sci-Fi
"
Cool Runnings ,1993,"Comedy
"
Angels in the Outfield ,1994,"Children's|Comedy
"
Cinderella ,1950,"Animation|Children's|Musical
"
Winnie the Pooh and the Blustery Day ,1968,"Animation|Children's
"
"Three Caballeros, The ",1945,"Animation|Children's|Musical
"
"Sword in the Stone, The ",1963,"Animation|Children's
"
So Dear to My Heart ,1949,"Children's|Drama
"
Robin Hood: Prince of Thieves ,1991,"Drama
"
Mary Poppins ,1964,"Children's|Comedy|Musical
"
Dumbo ,1941,"Animation|Children's|Musical
"
Pete's Dragon ,1977,"Adventure|Animation|Children's|Musical
"
Bedknobs and Broomsticks ,1971,"Adventure|Children's|Musical
"
Alice in Wonderland ,1951,"Animation|Children's|Musical
"
"Fox and the Hound, The ",1981,"Animation|Children's
"
Freeway ,1996,"Crime
"
"Sound of Music, The ",1965,"Musical
"
Die Hard ,1988,"Action|Thriller
"
"Lawnmower Man, The ",1992,"Action|Sci-Fi|Thriller
"
Unhook the Stars ,1996,"Drama
"
Synthetic Pleasures ,1995,"Documentary
"
"Secret Agent, The ",1996,"Drama
"
Secrets & Lies ,1996,"Drama
"
That Thing You Do! ,1996,"Comedy
"
To Gillian on Her 37th Birthday ,1996,"Drama|Romance
"
Surviving Picasso ,1996,"Drama
"
Love Is All There Is ,1996,"Comedy|Drama
"
Beautiful Thing ,1996,"Drama|Romance
"
"Long Kiss Goodnight, The ",1996,"Action|Thriller
"
"Ghost and the Darkness, The ",1996,"Action|Adventure
"
Looking for Richard ,1996,"Documentary|Drama
"
Trees Lounge ,1996,"Drama
"
"Proprietor, The ",1996,"Drama
"
Normal Life ,1996,"Crime|Drama
"
Get on the Bus ,1996,"Drama
"
Shadow Conspiracy ,1997,"Thriller
"
Jude ,1996,"Drama
"
Everyone Says I Love You ,1996,"Comedy|Musical|Romance
"
Bitter Sugar ,Azuc,"Drama
"
William Shakespeare's Romeo and Juliet ,1996,"Drama|Romance
"
Swingers ,1996,"Comedy|Drama
"
Sleepers ,1996,"Crime|Drama
"
"Sunchaser, The ",1996,"Drama
"
Johns ,1996,"Drama
"
Aladdin and the King of Thieves ,1996,"Animation|Children's|Comedy
"
"Woman in Question, The ",1950,"Mystery
"
Shall We Dance? ,1937,"Comedy|Musical|Romance
"
"Damsel in Distress, A ",1937,"Comedy|Musical|Romance
"
Crossfire ,1947,"Crime|Film-Noir
"
"Murder, My Sweet ",1944,"Film-Noir|Thriller
"
Macao ,1952,"Adventure
"
For the Moment ,1994,"Romance|War
"
Willy Wonka and the Chocolate Factory ,1971,"Adventure|Children's|Comedy|Fantasy
"
"Sexual Life of the Belgians, The ",1994,"Comedy
"
"Innocents, The ",1961,"Thriller
"
Sleeper ,1973,"Comedy|Sci-Fi
"
Bananas ,1971,"Comedy|War
"
"Fish Called Wanda, A ",1988,"Comedy
"
Monty Python's Life of Brian ,1979,"Comedy
"
Victor/Victoria ,1982,"Comedy|Musical
"
"Candidate, The ",1972,"Drama
"
"Great Race, The ",1965,"Comedy|Musical
"
Bonnie and Clyde ,1967,"Crime|Drama
"
"Old Man and the Sea, The ",1958,"Adventure|Drama
"
Dial M for Murder ,1954,"Mystery|Thriller
"
Madame Butterfly ,1995,"Musical
"
Dirty Dancing ,1987,"Musical|Romance
"
Reservoir Dogs ,1992,"Crime|Thriller
"
Platoon ,1986,"Drama|War
"
Weekend at Bernie's ,1989,"Comedy
"
Basic Instinct ,1992,"Mystery|Thriller
"
"Doors, The ",1991,"Drama|Musical
"
"Crying Game, The ",1992,"Drama|Romance|War
"
Glengarry Glen Ross ,1992,"Drama
"
Sophie's Choice ,1982,"Drama
"
E.T. the Extra-Terrestrial ,1982,"Children's|Drama|Fantasy|Sci-Fi
"
"Search for One-eye Jimmy, The ",1996,"Comedy
"
"Christmas Carol, A ",1938,"Drama
"
Days of Thunder ,1990,"Action|Romance
"
Top Gun ,1986,"Action|Romance
"
American Strays ,1996,"Action
"
Rebel Without a Cause ,1955,"Drama
"
"Streetcar Named Desire, A ",1951,"Drama
"
Children of the Corn IV: The Gathering ,1996,"Horror
"
"Leopard Son, The ",1996,"Documentary
"
Loser ,1991,"Comedy
"
Prerokbe Ognja ,1995,"Documentary
"
Charm's Incidents ,1996,"Drama
"
Bird of Prey ,1996,"Action
"
Microcosmos ,Micr,"Documentary
"
Palookaville ,1996,"Action|Drama
"
"Associate, The ",1996,"Comedy
"
"Funeral, The ",1996,"Drama
"
Sleepover ,1995,"Comedy|Drama
"
"Single Girl, A ",La F,"Drama
"
"Eighth Day, The ",Le H,"Drama
"
Tashunga ,1995,"Adventure|Western
"
Drunks ,1997,"Drama
"
"People vs. Larry Flynt, The ",1996,"Drama
"
Glory Daze ,1996,"Drama
"
Plutonium Circus ,1995,"Documentary
"
"Perfect Candidate, A ",1996,"Documentary
"
On Golden Pond ,1981,"Drama
"
"Return of the Pink Panther, The ",1974,"Comedy
"
Drop Dead Fred ,1991,"Comedy|Fantasy
"
"Abyss, The ",1989,"Action|Adventure|Sci-Fi|Thriller
"
"Fog, The ",1980,"Horror
"
Escape from New York ,1981,"Action|Adventure|Sci-Fi|Thriller
"
"Howling, The ",1980,"Horror
"
Jean de Florette ,1986,"Drama
"
Manon of the Spring ,Mano,"Drama
"
Talking About Sex ,1994,"Comedy|Drama
"
Johnny 100 Pesos ,1993,"Action|Drama
"
Private Benjamin ,1980,"Comedy
"
Monty Python and the Holy Grail ,1974,"Comedy
"
Hustler White ,1996,"Romance
"
Dadetown ,1995,"Documentary
"
Everything Relative ,1996,"Drama
"
Entertaining Angels: The Dorothy Day Story ,1996,"Drama
"
Hoogste tijd ,1995,"Drama
"
Get Over It ,1996,"Drama
"
Three Lives and Only One Death ,1996,"Comedy
"
"Line King: Al Hirschfeld, The ",1996,"Documentary
"
Snowriders ,1996,"Documentary
"
Curtis's Charm ,1995,"Comedy|Drama
"
When We Were Kings ,1996,"Documentary
"
"Wrong Trousers, The ",1993,"Animation|Comedy
"
JLG/JLG - autoportrait de décembre ,1994,"Documentary|Drama
"
"Return of Martin Guerre, The ",Reto,"Drama
"
Faust ,1994,"Animation|Comedy|Thriller
"
He Walked by Night ,1948,"Crime|Film-Noir|Thriller
"
Raw Deal ,1948,"Film-Noir
"
T-Men ,1947,"Film-Noir
"
"Invitation, The ",Zapr,"Drama
"
"Children Are Watching us, The ",Bamb,"Drama
"
"Symphonie pastorale, La ",1946,"Drama
"
Here Comes Cookie ,1935,"Comedy
"
Love in Bloom ,1935,"Romance
"
Six of a Kind ,1934,"Comedy
"
"Tin Drum, The ",Blec,"Drama
"
"Ruling Class, The ",1972,"Comedy
"
Mina Tannenbaum ,1994,"Drama
"
Two or Three Things I Know About Her ,1966,"Drama
"
"Bloody Child, The ",1996,"Drama|Thriller
"
Farmer & Chase ,1995,"Comedy
"
Dear God ,1996,"Comedy
"
Bad Moon ,1996,"Horror
"
American Dream ,1990,"Documentary
"
Best of the Best 3: No Turning Back ,1995,"Action
"
Bob Roberts ,1992,"Comedy
"
Cinema Paradiso ,1988,"Comedy|Drama|Romance
"
"Cook the Thief His Wife & Her Lover, The ",1989,"Drama
"
Grosse Fatigue ,1994,"Comedy
"
Delicatessen ,1991,"Comedy|Sci-Fi
"
"Double Life of Veronique, The ",La D,"Drama
"
Enchanted April ,1991,"Drama
"
Paths of Glory ,1957,"Drama|War
"
"Grifters, The ",1990,"Crime|Drama|Film-Noir
"
Hear My Song ,1991,"Comedy
"
"Shooter, The ",1995,"Action
"
"English Patient, The ",1996,"Drama|Romance|War
"
Mediterraneo ,1991,"Comedy|War
"
My Left Foot ,1989,"Drama
"
"Sex, Lies, and Videotape ",1989,"Drama
"
Passion Fish ,1992,"Drama
"
Strictly Ballroom ,1992,"Comedy|Romance
"
"Thin Blue Line, The ",1988,"Documentary
"
Tie Me Up! Tie Me Down! ,1990,"Drama
"
Madonna: Truth or Dare ,1991,"Documentary
"
Paris Is Burning ,1990,"Documentary
"
One Flew Over the Cuckoo's Nest ,1975,"Drama
"
Up in Smoke ,1978,"Comedy
"
Star Wars: Episode V - The Empire Strikes Back ,1980,"Action|Adventure|Drama|Sci-Fi|War
"
"Princess Bride, The ",1987,"Action|Adventure|Comedy|Romance
"
Raiders of the Lost Ark ,1981,"Action|Adventure
"
Brazil ,1985,"Sci-Fi
"
Aliens ,1986,"Action|Sci-Fi|Thriller|War
"
"Good, The Bad and The Ugly, The ",1966,"Action|Western
"
Withnail and I ,1987,"Comedy
"
12 Angry Men ,1957,"Drama
"
Lawrence of Arabia ,1962,"Adventure|War
"
"Transformers: The Movie, The ",1986,"Action|Animation|Children's|Sci-Fi|Thriller|War
"
"Clockwork Orange, A ",1971,"Sci-Fi
"
To Kill a Mockingbird ,1962,"Drama
"
Apocalypse Now ,1979,"Drama|War
"
Once Upon a Time in the West ,1969,"Western
"
Star Wars: Episode VI - Return of the Jedi ,1983,"Action|Adventure|Romance|Sci-Fi|War
"
